#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-14T19:27:36 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-14T19:27:37	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-order=I&-c.r=  2&-c.geom=r&-out.src=J/A+A/685/A106/emain&-source=J/A+A/685/A106/emain&-out=Name&-out=RAJ2000&-out=DEJ2000&-out=Exp&-out=zBest&-out=CR500&-out=CTS500&-out=F500&-out=L500&-out=KT&-out=Mgas500&-out=YX500&-out=M500&-out=Fgas500&-out=R500&-out.max=1000&-c.eq=J2000&-c.u=arcmin&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36850106
#Name: J/A+A/685/A106
#Title: eRASS. Galaxy clusters and groups in WGH (Bulbul+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/685/a106	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/685/a106	    IVOID of underlying data collection
#INFO	creator=Bulbul E.	    First author or institution
#INFO	cites=bibcode:2024A&A...685A.106B	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/685/A106	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36850106	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_685_A106_emain:
#Name: J/A+A/685/A106/emain
#Title: Primary galaxy clusters and groups catalog
#Column	Name	(A23)	Source name, 1eRASS JHHMMSS.s+DDMMSS	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F15.11)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F15.11)	Declination J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Exp	(F6.1)	Average exposure	[ucd=time.expo]
#Column	zBest	(F7.4)	Best available redshift	[ucd=src.redshift]
#Column	CR500	(F8.3)	0.2-2.3keV count rate within R500	[ucd=phot.count;em.X-ray]
#Column	CTS500	(F8.1)	0.2-2.3keV counts within R500	[ucd=phot.count;em.X-ray]
#Column	F500	(F10.3)	? 0.2-2.3keV flux within R500	[ucd=phot.flux;em.X-ray]
#Column	L500	(F9.3)	? 0.2-2.3keV luminosity within R500	[ucd=phys.luminosity;em.X-ray]
#Column	KT	(F6.2)	? Temperature measured by MBProj2D	[ucd=phys.temperature]
#Column	Mgas500	(F7.2)	? Calibrated cluster gas mass within R500	[ucd=phys.mass]
#Column	YX500	(F8.2)	? The mass proxy within R500	[ucd=phys.mass]
#Column	M500	(F7.2)	? CLuster total mass M500 from eROCOP	[ucd=phys.mass]
#Column	Fgas500	(F6.3)	? Cluster gas mass fraction within R500	[ucd=phys.mass]
#Column	R500	(I5)	? Overdensity radius R500 from eROCOP	[ucd=phys.size.radius]
Name;RAJ2000;DEJ2000;Exp;zBest;CR500;CTS500;F500;L500;KT;Mgas500;YX500;M500;Fgas500;R500
1eRASS J011035.1-405203;017.64631557437;-40.86764436688; 137.2; 0.5064;   0.063;     8.6;          ;         ;      ;       ;        ;       ;      ;
1eRASS J011035.4-550727;017.64788591084;-55.12425218031; 136.3; 0.4982;   0.204;    27.9;    18.185;  182.273;      ; 306.48;    0.00;  30.09; 0.100;  852
1eRASS J011045.1-323808;017.68796082270;-32.63561513804; 150.9; 0.1224;   0.645;    97.4;    59.622;   25.411;  1.68;  83.71;  149.20;  16.13; 0.051;  796
1eRASS J011053.8-361051;017.72427997003;-36.18090557167; 127.4; 0.3121;   0.721;    91.9;    68.871;  197.381;      ; 484.81;    0.00;  50.48; 0.095; 1088
1eRASS J011104.2-293553;017.76775638933;-29.59809685351; 138.4; 0.1538;   0.669;    92.6;    62.845;   42.099;      ; 118.35;    0.00;  21.13; 0.055;  861
1eRASS J011104.8-542510;017.77021770716;-54.41961481654; 134.9; 0.4823;   0.265;    35.7;    24.875;  206.687;      ; 373.24;    0.00;  35.91; 0.101;  909
1eRASS J011116.1-295140;017.81743606072;-29.86129869793; 147.2; 0.1067;   0.008;     1.2;          ;         ;      ;       ;        ;       ;      ;
1eRASS J011116.8-601550;017.82003589777;-60.26413799357; 165.3; 0.1233;   0.172;    28.5;          ;         ;      ;       ;        ;       ;      ;
1eRASS J011117.8-641437;017.82417103159;-64.24372005217; 180.3; 0.3295;   0.266;    48.0;    24.625;   91.170;  3.58; 214.04;  751.25;  25.35; 0.083;  859
1eRASS J011127.3-531120;017.86395535165;-53.18890894622; 125.8; 0.2894;   0.040;     5.0;          ;         ;      ;       ;        ;       ;      ;
1eRASS J011149.9-415957;017.95801552790;-41.99926587100; 139.6; 0.4851;   0.149;    20.9;    13.604;  120.059;      ;  86.88;    0.00;  21.87; 0.041;  770
1eRASS J011212.9-805516;018.05392211240;-80.92115134290; 201.0; 0.2283;   0.417;    83.8;    39.307;   69.251;      ; 225.10;    0.00;  26.72; 0.083;  907
1eRASS J011220.1-613439;018.08378046307;-61.57767101995; 171.8; 0.0267;   0.913;   156.8;    81.443;    1.542;  1.16;  10.59;   12.76;   2.34; 0.043;  431
1eRASS J011228.3-362116;018.11816896129;-36.35470402378; 127.6; 0.1115;   0.814;   103.8;    77.160;   25.967;      ;  96.02;    0.00;  14.85; 0.063;  777
1eRASS J011233.4-644203;018.13922140721;-64.70099860111; 182.3; 0.1999;   0.074;    13.5;     6.766;    8.391;      ;  24.36;    0.00;   5.29; 0.042;  534
1eRASS J011235.3-351319;018.14728139341;-35.22201741005; 126.0; 0.3255;   0.142;    17.9;    13.384;   46.978;      ; 121.06;    0.00;  13.99; 0.079;  706
1eRASS J011239.5-330653;018.16486217017;-33.11488258156; 172.9; 0.4986;   0.114;    19.8;     9.916;  106.196;  1.12;  83.14;  110.59;  17.37; 0.047;  709
1eRASS J011251.0-571403;018.21253020241;-57.23440296317; 141.0; 0.6451;   0.044;     6.2;          ;         ;      ;       ;        ;       ;      ;
1eRASS J011303.1-323704;018.26298760710;-32.61792800471; 224.4; 1.1908;   0.052;    11.6;          ;         ;      ;       ;        ;       ;      ;
1eRASS J011305.4-295041;018.27259189278;-29.84495061822; 131.3; 0.9109;   0.020;     2.7;          ;         ;      ;       ;        ;       ;      ;
1eRASS J011306.4-252858;018.27678465730;-25.48301874275; 127.3; 0.1455;   0.220;    28.0;    18.091;   11.604;  0.84;   3.05;    3.07;   8.05; 0.005;  626
1eRASS J011310.0-320938;018.29167925532;-32.16060334387; 239.2; 0.4687;   0.112;    26.8;     9.774;   89.089;  0.67; 155.35;  143.94;  20.12; 0.074;  754
1eRASS J011321.6-271857;018.34006516292;-27.31599416856; 128.9; 0.4348;   0.282;    36.3;    27.038;  163.291;      ; 368.67;    0.00;  35.38; 0.105;  922
1eRASS J011329.4-300443;018.37280019532;-30.07875998438; 131.7; 0.2178;   0.647;    85.3;    62.133;   84.008;      ; 262.99;    0.00;  30.66; 0.085;  954
1eRASS J011337.0-704411;018.40449304806;-70.73646432944; 189.4; 0.1547;   0.347;    65.8;    32.430;   25.752;  5.69;  82.67;  542.61;  14.12; 0.058;  753
1eRASS J011343.8-385607;018.43289632540;-38.93529922104; 131.3; 0.1749;   0.406;    53.3;    38.163;   33.544;      ; 138.58;    0.00;  16.18; 0.087;  782
1eRASS J011400.7-524355;018.50323647685;-52.73208383017; 114.6; 0.4252;   0.112;    12.9;    10.350;   68.746;      ; 100.55;    0.00;  16.34; 0.062;  715
1eRASS J011410.4-602408;018.54360400085;-60.40225292231; 166.7; 0.7147;   0.112;    18.7;     9.827;  254.162;      ; 309.80;    0.00;  28.46; 0.110;  767
1eRASS J011416.1-314709;018.56725524411;-31.78589324776; 197.8; 0.3673;   0.052;    10.3;          ;         ;      ;       ;        ;       ;      ;
1eRASS J011418.5-562436;018.57720419450;-56.41011874042; 138.9; 0.2059;   0.178;    24.8;    16.692;   20.949;      ;  66.07;    0.00;   9.92; 0.063;  657
1eRASS J011429.1-592833;018.62159182783;-59.47602382914; 147.8; 0.1581;   0.127;    18.8;    12.137;    8.477;      ;  14.92;    0.00;   5.08; 0.027;  535
1eRASS J011433.1-505037;018.63832314162;-50.84365761688; 126.4; 0.2732;   0.094;    11.9;     8.943;   20.072;      ;  10.93;    0.00;   8.84; 0.015;  617
1eRASS J011442.0-282050;018.67536691301;-28.34735606149; 131.6; 0.4450;   0.449;    59.1;    40.955;  305.181;  2.27; 563.17; 1305.18;  52.72; 0.107; 1049
1eRASS J011444.3-412337;018.68474010826;-41.39379032747; 138.7; 0.3836;   0.997;   138.2;    91.915;  489.298;  2.07; 883.91; 1895.41;  80.09; 0.110; 1235
1eRASS J011450.1-442425;018.70906319026;-44.40703998162; 144.2; 0.6122;   0.110;    15.8;    10.119;  151.579;      ; 197.39;    0.00;  22.51; 0.081;  739
1eRASS J011509.1-301833;018.78816800955;-30.30927029918; 135.3; 0.2194;   0.048;     6.5;          ;         ;      ;       ;        ;       ;      ;
1eRASS J011510.1-442847;018.79237854531;-44.47991035855; 144.2; 0.0305;   0.224;    32.3;    18.177;    0.447;  0.66;   1.67;    1.04;   1.00; 0.017;  324
1eRASS J011510.5-573117;018.79403496559;-57.52143533563; 143.1; 0.2074;   0.412;    59.0;    37.928;   50.812;      ; 143.47;    0.00;  21.11; 0.067;  845
1eRASS J011511.6-630800;018.79835659302;-63.13359396603; 178.2; 0.1731;   0.109;    19.5;          ;         ;      ;       ;        ;       ;      ;
1eRASS J011514.8-595902;018.81202969420;-59.98406772995; 159.8; 0.3913;   0.348;    55.6;    33.377;  167.220;      ; 355.86;    0.00;  37.45; 0.092;  955
1eRASS J011515.1-651703;018.81321991163;-65.28440604165; 185.9; 0.6338;   0.149;    27.7;    14.230;  208.132;      ; 229.06;    0.00;  29.94; 0.078;  806
1eRASS J011520.4-415033;018.83533953774;-41.84256055751; 139.6; 0.3168;   0.025;     3.5;          ;         ;      ;       ;        ;       ;      ;
1eRASS J011527.9-413401;018.86656480736;-41.56705950982; 139.3; 0.1238;   0.729;   101.6;    70.116;   28.374;      ; 105.07;    0.00;  17.15; 0.061;  812
1eRASS J011532.6-572001;018.88594613392;-57.33384248205; 142.4; 0.2679;   0.213;    30.4;    20.170;   45.633;      ; 112.34;    0.00;  15.70; 0.067;  749
1eRASS J011552.6-400051;018.96944972354;-40.01438179270; 136.4; 0.1991;   0.244;    33.3;    22.861;   27.585;      ;  67.20;    0.00;  12.96; 0.045;  720
1eRASS J011602.8-323220;019.01176513852;-32.53900527721; 203.5; 0.2260;   0.058;    11.7;     5.130;    8.543;  1.55;   6.94;   13.95;   4.81; 0.014;  513
1eRASS J011621.3-251855;019.08889734188;-25.31549206264; 136.2; 1.0863;   0.085;    11.6;     7.781;  431.558;      ; 221.29;    0.00;  25.15; 0.080;  637
1eRASS J011635.0-615909;019.14587770244;-61.98598389754; 175.2; 0.2364;   0.226;    39.6;    20.691;   35.458;  1.77; 112.06;  235.17;  15.07; 0.073;  747
1eRASS J011635.2-504619;019.14681833544;-50.77194841597; 127.0; 0.3886;   0.137;    17.4;    12.329;   65.980;      ; 134.34;    0.00;  16.29; 0.078;  725
1eRASS J011637.6-773940;019.15673895616;-77.66126540891; 199.1; 0.7663;   0.075;    14.9;     6.649;  222.331;      ;  72.92;    0.00;  21.84; 0.035;  688
1eRASS J011646.8-381139;019.19515848867;-38.19433763542; 133.6; 0.2394;   0.064;     8.6;          ;         ;      ;       ;        ;       ;      ;
1eRASS J011709.6-505405;019.29031673181;-50.90144169146; 127.1; 0.2083;   2.266;   288.0;   217.983;  264.068;      ; 737.84;    0.00;  64.85; 0.113; 1228
1eRASS J011710.3-430936;019.29313389052;-43.16015635352; 141.2; 0.1228;   0.729;   103.0;    68.368;   28.295;  1.63; 114.36;  195.29;  17.03; 0.067;  810
1eRASS J011719.8-311246;019.33252894473;-31.21290788263; 137.2; 0.3257;   0.083;    11.4;     7.341;   27.948;  1.22;  19.63;   44.74;  11.35; 0.023;  658
1eRASS J011727.4-700247;019.36419660031;-70.04645797089; 175.2; 0.2139;   0.544;    95.2;    49.672;   77.907;  1.63; 205.40;  387.80;  29.53; 0.068;  943
1eRASS J011730.8-581039;019.37838689651;-58.17759928253; 144.3; 0.3195;   0.239;    34.6;    22.436;   71.542;      ; 207.03;    0.00;  23.54; 0.086;  841
1eRASS J011755.0-445208;019.47951826469;-44.86912125610; 145.6; 0.9921;   0.117;    17.0;    10.584;  520.419;      ; 454.83;    0.00;  33.78; 0.134;  728
1eRASS J011758.1-302635;019.49222903138;-30.44323320355; 132.3; 0.3939;   0.085;    11.3;     8.077;   41.212;      ;  56.79;    0.00;  11.04; 0.050;  635
1eRASS J011802.3-563805;019.50962864684;-56.63490576275; 142.2; 0.2094;   0.844;   120.0;    80.299;  102.226;      ; 313.07;    0.00;  37.86; 0.082; 1026
1eRASS J011804.6-330834;019.51948959626;-33.14296301890; 191.9; 0.8030;   0.231;    44.2;    21.664;  550.224;      ; 672.58;    0.00;  53.02; 0.126;  911
1eRASS J011811.2-265805;019.54670401453;-26.96806893914; 130.6; 0.2190;   2.857;   373.1;   272.569;  364.690;  3.76; 836.68; 3305.47;  75.96; 0.110; 1290
1eRASS J011815.4-812708;019.56431343705;-81.45229548495; 204.3; 0.5912;   0.079;    16.1;     7.406;  107.829;      ; 124.07;    0.00;  17.33; 0.071;  683
1eRASS J011825.6-442255;019.60670991171;-44.38210209789; 145.2; 0.1064;   0.311;    45.2;    26.959;    9.727;  1.10;  40.29;   45.31;   6.98; 0.055;  605
1eRASS J011841.8-540326;019.67447081542;-54.05731033550; 123.4; 0.2424;   0.543;    67.0;    50.507;   88.881;  1.95; 264.00;  569.30;  30.48; 0.083;  943
1eRASS J011843.1-263820;019.67962409043;-26.63908695011; 135.3; 0.6656;   0.123;    16.6;    11.037;  220.469;  1.76;  31.72;  113.31;  21.99; 0.025;  718
1eRASS J011844.1-620956;019.68388067162;-62.16556449994; 175.5; 0.7894;   0.033;     5.8;          ;         ;      ;       ;        ;       ;      ;
1eRASS J011854.8-652011;019.72856939771;-65.33659916688; 189.3; 0.4403;   0.201;    38.1;    18.113;  146.417;  1.74; 224.02;  407.84;  28.83; 0.077;  859
1eRASS J011905.3-655326;019.77238696268;-65.89058358515; 189.8; 0.3207;   0.126;    23.8;    11.229;   38.825;  2.29;  85.39;  190.29;  13.20; 0.066;  693
1eRASS J011909.9-281735;019.79137791695;-28.29331277783; 130.6; 0.8577;   0.164;    21.4;    15.802;  436.104;      ;  96.92;    0.00;  34.80; 0.031;  775
1eRASS J011920.9-750227;019.83715177534;-75.04102185158; 189.5; 0.1298;   0.251;    47.5;    23.234;   13.367;      ;  59.06;    0.00;   8.91; 0.063;  651
1eRASS J011926.7-554527;019.86138468505;-55.75775868610; 140.4; 0.2111;   0.201;    28.2;    18.599;   25.817;      ;  83.10;    0.00;  11.53; 0.067;  690
1eRASS J011927.2-803215;019.86354527821;-80.53754496019; 203.7; 0.6614;   0.093;    18.9;     8.756;  165.211;      ; 152.45;    0.00;  22.16; 0.072;  721
1eRASS J011937.9-643917;019.90794746240;-64.65481223821; 185.3; 0.1590;   0.578;   107.1;    54.845;   38.938;      ; 113.62;    0.00;  19.90; 0.055;  843
1eRASS J011938.1-292258;019.90878695499;-29.38278656055; 131.6; 0.5721;   0.063;     8.2;          ;         ;      ;       ;        ;       ;      ;
1eRASS J011944.3-521048;019.93481797050;-52.18010973037; 131.0; 0.2824;   0.239;    31.3;    22.027;   54.422;      ;  42.56;    0.00;  18.18; 0.025;  782
1eRASS J012003.9-631858;020.01625894933;-63.31611753203; 181.1; 0.4456;   0.052;     9.5;          ;         ;      ;       ;        ;       ;      ;
1eRASS J012013.7-483528;020.05735729002;-48.59113211459; 122.1; 0.2058;   0.477;    58.3;    42.401;   57.067;      ; 129.14;    0.00;  21.42; 0.060;  850
1eRASS J012013.9-362751;020.05811497445;-36.46418669867; 144.1; 0.8744;   0.075;    10.8;          ;         ;      ;       ;        ;       ;      ;
1eRASS J012018.0-620408;020.07532062124;-62.06893340332; 176.1; 0.3670;   0.262;    46.1;    24.431;  111.845;      ; 204.10;    0.00;  28.06; 0.069;  876
1eRASS J012021.0-562818;020.08757341673;-56.47182557674; 141.6; 0.1319;   0.487;    68.9;    44.332;   23.082;  1.49;  87.26;  149.03;  13.58; 0.063;  749
1eRASS J012030.7-272158;020.12798240184;-27.36626348523; 134.4; 0.2851;   0.336;    45.2;    30.808;   79.131;  1.63; 148.14;  246.54;  25.57; 0.055;  876
1eRASS J012037.6-703738;020.15691975384;-70.62736401344; 190.3; 0.3434;   0.144;    27.5;    13.604;   60.457;      ; 157.39;    0.00;  17.87; 0.085;  760
1eRASS J012038.2-302807;020.15926461643;-30.46867445444; 135.1; 0.1451;   0.689;    93.1;    64.968;   38.420;  3.41; 122.32;  422.05;  20.03; 0.061;  849
1eRASS J012057.7-594130;020.24043710022;-59.69176960933; 152.2; 0.3217;   0.116;    17.7;    10.916;   37.183;      ;  43.86;    0.00;  12.26; 0.037;  676
1eRASS J012106.3-543151;020.27637989823;-54.53100042785; 123.3; 0.0786;   1.218;   150.2;   107.167;   18.346;  1.33;  71.17;   93.17;  13.61; 0.051;  763
1eRASS J012118.6-622014;020.32750141758;-62.33739371496; 177.7; 0.1685;   0.089;    15.7;     7.564;    7.224;  0.34;  17.05;    6.70;   4.65; 0.035;  518
1eRASS J012120.1-644138;020.33388396771;-64.69389479689; 188.6; 0.1570;   0.073;    13.7;     6.339;    4.868;      ;   2.75;    0.00;   4.50; 0.007;  514
1eRASS J012128.7-554637;020.36983041495;-55.77716960276; 139.3; 0.1769;   0.334;    46.5;    31.925;   29.533;      ; 120.77;    0.00;  14.35; 0.083;  751
1eRASS J012132.1-310716;020.38381313107;-31.12131274414; 136.1; 0.3536;   0.171;    23.3;    14.472;   70.838;      ; 114.79;    0.00;  22.03; 0.049;  812
1eRASS J012150.7-735958;020.46134384560;-73.99969771043; 192.7; 0.4611;   0.060;    11.6;          ;         ;      ;       ;        ;       ;      ;
1eRASS J012202.8-302155;020.51187876139;-30.36533047136; 133.2; 0.6166;   0.186;    24.7;    17.491;  242.421;      ; 362.94;    0.00;  33.42; 0.104;  842
1eRASS J012215.0-291754;020.56258213921;-29.29851421298; 131.9; 0.2301;   0.606;    79.9;    56.390;   90.284;      ; 275.84;    0.00;  30.41; 0.090;  947
1eRASS J012226.1-352054;020.60890454297;-35.34842063839; 238.4; 0.3668;   0.195;    46.4;    18.643;   77.650;      ; 191.38;    0.00;  22.58; 0.080;  815
1eRASS J012236.2-283159;020.65084274036;-28.53315012533; 137.0; 0.2549;   0.331;    45.4;    31.227;   61.652;  2.18; 186.21;  453.32;  21.48; 0.087;  836
1eRASS J012246.6-242018;020.69441147171;-24.33839866261; 134.6; 0.4889;   0.568;    76.5;    54.165;  424.278;      ; 488.08;    0.00;  68.28; 0.070; 1124
1eRASS J012247.7-344851;020.69890226415;-34.81430030874; 187.8; 0.3089;   0.457;    85.9;    42.018;  135.160;  1.81; 251.88;  494.19;  38.59; 0.064;  996
1eRASS J012253.4-423907;020.72268808773;-42.65216552778; 141.9; 0.4885;   0.128;    18.1;    11.988;   99.535;      ;  57.69;    0.00;  21.20; 0.032;  761
1eRASS J012300.2-324955;020.75088006721;-32.83198490493; 138.9; 0.8943;   0.114;    15.9;    10.347;  411.249;      ; 374.52;    0.00;  32.54; 0.110;  747
1eRASS J012305.3-374037;020.77213877699;-37.67704003307; 136.8; 0.2727;   0.108;    14.8;    10.201;   26.051;      ;  19.62;    0.00;  10.08; 0.020;  645
1eRASS J012314.6-394214;020.81096463997;-39.70401653170; 137.4; 0.2555;   0.120;    16.5;    11.573;   22.339;      ;  71.74;    0.00;   9.89; 0.065;  645
1eRASS J012331.0-310753;020.87950211036;-31.13139035197; 137.8; 0.3086;   0.597;    82.3;    56.586;  168.957;      ; 399.13;    0.00;  44.47; 0.090; 1044
1eRASS J012333.8-615937;020.89093906451;-61.99376287266; 177.2; 0.8608;   0.106;    18.8;     9.845;  314.603;      ; 221.81;    0.00;  26.05; 0.081;  703
1eRASS J012335.2-353449;020.89673790303;-35.58039493928; 228.4; 0.2374;   0.094;    21.4;     9.006;   14.812;      ;   5.11;    0.00;   8.55; 0.006;  618
1eRASS J012337.3-270418;020.90570628606;-27.07173373173; 140.7; 0.1989;   0.355;    49.9;    33.148;   38.098;  1.69; 129.71;  240.26;  16.80; 0.076;  785
1eRASS J012345.0-270910;020.93779720499;-27.15303100784; 141.8; 0.2006;   0.093;    13.2;     8.870;   10.044;      ;  12.33;    0.00;   5.59; 0.023;  544
1eRASS J012354.3-310737;020.97643381797;-31.12697544777; 135.0; 0.1094;   0.508;    68.5;    45.253;   15.361;  1.21;  48.95;   57.97;  10.52; 0.046;  693
1eRASS J012401.9-800226;021.00829123197;-80.04060849306; 206.5; 0.4549;   0.080;    16.6;     7.642;   59.777;      ; 105.01;    0.00;  14.13; 0.071;  674
1eRASS J012419.9-432503;021.08295596251;-43.41759788226; 144.6; 0.4303;   0.056;     8.0;          ;         ;      ;       ;        ;       ;      ;
1eRASS J012423.3-555002;021.09730404737;-55.83415779198; 140.6; 0.2566;   0.129;    18.2;    12.169;   26.160;      ;  52.57;    0.00;  11.32; 0.047;  675
1eRASS J012424.7-472248;021.10328155270;-47.38027317687; 155.8; 0.3162;   0.213;    33.1;    20.228;   55.065;      ; 162.16;    0.00;  19.35; 0.079;  789
1eRASS J012427.0-404124;021.11266335022;-40.69005066875; 138.7; 0.4652;   0.153;    21.2;    14.053;  111.179;  2.37;  79.10;  226.71;  21.75; 0.036;  775
1eRASS J012432.8-430206;021.13677382299;-43.03517985031; 144.1; 0.4900;   0.157;    22.7;    14.933;  117.136;      ; 250.73;    0.00;  24.00; 0.105;  793
1eRASS J012436.4-531103;021.15185688214;-53.18431942941; 135.4; 0.9263;   0.117;    15.9;    10.861;  418.858;      ;  63.64;    0.00;  28.97; 0.026;  710
1eRASS J012445.3-593800;021.18892903341;-59.63342309525; 153.5; 0.2022;   0.766;   117.7;    71.502;   92.881;  2.26; 255.91;  677.60;  33.85; 0.074;  991
1eRASS J012446.9-690024;021.19550775586;-69.00678546603; 190.6; 0.1056;   0.155;    29.6;    12.339;    4.386;  0.75;  12.04;    8.97;   3.83; 0.031;  495
1eRASS J012451.3-592544;021.21412495359;-59.42889886523; 150.5; 0.0448;   0.620;    93.3;    48.952;    2.879;  0.76;   5.56;    4.00;   4.06; 0.014;  515
1eRASS J012456.9-810459;021.23734841746;-81.08315703716; 207.0; 0.0876;   0.533;   110.4;    49.502;   11.833;  2.44;  39.96;  101.74;  10.18; 0.040;  690
1eRASS J012457.7-310639;021.24069332402;-31.11106955549; 137.2; 0.5872;   0.031;     4.3;          ;         ;      ;       ;        ;       ;      ;
1eRASS J012500.2-670251;021.25112052470;-67.04763260844; 186.4; 0.3363;   0.115;    21.5;    10.554;   41.645;      ;  69.30;    0.00;  13.83; 0.049;  700
1eRASS J012508.9-644545;021.28743524728;-64.76263053628; 191.1; 0.2267;   0.106;    20.2;     9.048;   15.973;  1.67;   8.55;   20.78;   8.07; 0.013;  609
1eRASS J012538.6-670822;021.41087876006;-67.13967756211; 185.9; 0.1493;   0.104;    19.4;     9.651;    6.473;      ;   6.41;    0.00;   5.16; 0.014;  539
1eRASS J012542.6-594156;021.42762167022;-59.69904714536; 152.7; 0.2048;   0.258;    39.4;    23.418;   32.071;  1.84;  80.79;  158.91;  14.12; 0.058;  740
1eRASS J012543.9-633645;021.43329545552;-63.61250216411; 185.6; 0.3269;   0.354;    65.7;    32.442;  117.424;  1.89; 209.05;  424.06;  34.01; 0.062;  948
1eRASS J012553.6-333051;021.47358947105;-33.51424620593; 141.8; 0.1800;   0.838;   118.8;    79.455;   74.547;      ; 210.98;    0.00;  31.48; 0.067;  975
1eRASS J012604.4-375757;021.51863996755;-37.96609493326; 189.8; 0.0806;   2.052;   389.5;   189.505;   33.075;  1.70; 137.99;  241.82;  21.47; 0.064;  887
1eRASS J012608.2-382110;021.53426858261;-38.35289678934; 161.0; 0.6291;   0.050;     8.1;          ;         ;      ;       ;        ;       ;      ;
1eRASS J012611.2-554323;021.54706575069;-55.72309990487; 136.5; 0.6071;   0.089;    12.1;     8.115;  123.722;      ;  66.09;    0.00;  17.75; 0.043;  684
1eRASS J012612.5-583018;021.55234239392;-58.50513849431; 151.3; 0.5750;   0.057;     8.6;     5.338;   68.407;      ;  25.28;    0.00;  13.23; 0.024;  628
1eRASS J012615.3-350636;021.56376592912;-35.11020027108; 143.1; 0.1305;   0.287;    41.0;    26.419;   12.843;      ;  46.75;    0.00;   8.06; 0.050;  630
1eRASS J012629.1-350457;021.62156245085;-35.08275159782; 143.9; 0.5560;   0.112;    16.1;    10.666;  113.643;      ;  57.27;    0.00;  21.44; 0.028;  744
1eRASS J012631.9-500013;021.63314245727;-50.00379394589; 127.4; 0.1286;   0.421;    53.6;    39.489;   17.305;      ;  77.89;    0.00;  11.28; 0.068;  705
1eRASS J012632.0-283242;021.63339267293;-28.54508877629; 143.0; 0.7536;   0.120;    17.1;    11.296;  243.134;      ; 262.33;    0.00;  25.35; 0.101;  727
1eRASS J012644.3-640430;021.68480003550;-64.07527602011; 189.0; 0.3928;   0.172;    32.5;    16.376;   83.638;      ;  51.33;    0.00;  22.10; 0.027;  801
1eRASS J012652.8-494556;021.72001817741;-49.76560571763; 127.5; 0.1266;   0.071;     9.1;          ;         ;      ;       ;        ;       ;      ;
1eRASS J012658.4-664153;021.74334899077;-66.69809084367; 198.8; 0.4096;   0.059;    11.8;     5.440;   33.148;      ;  22.91;    0.00;  10.18; 0.024;  614
1eRASS J012705.5-810423;021.77296907875;-81.07323816906; 207.4; 0.3467;   0.385;    79.8;    34.758;  171.890;      ; 397.42;    0.00;  43.50; 0.090; 1022
1eRASS J012710.5-285542;021.79411837222;-28.92838211455; 143.8; 0.2903;   0.454;    65.3;    42.736;  111.382;      ; 124.25;    0.00;  33.20; 0.039;  954
1eRASS J012714.5-655248;021.81081786267;-65.88010364362; 194.9; 0.2087;   0.126;    24.5;    11.544;   15.689;      ;  39.27;    0.00;   7.90; 0.044;  609
1eRASS J012719.7-332152;021.83238571966;-33.36455802142; 139.2; 0.1460;   0.163;    22.6;    13.704;    9.136;      ;  30.66;    0.00;   5.90; 0.053;  564
1eRASS J012742.4-665440;021.92670079792;-66.91137200914; 196.0; 0.4976;   0.091;    17.8;     8.524;   72.376;      ; 105.84;    0.00;  15.86; 0.057;  688
1eRASS J012803.6-374938;022.01510271858;-37.82734159701; 256.0; 0.4635;   0.100;    25.7;     9.402;   70.177;      ;  32.84;    0.00;  18.75; 0.019;  738
1eRASS J012818.5-622538;022.07740577699;-62.42743206983; 181.6; 0.3805;   0.137;    24.9;    12.628;   65.261;      ; 158.87;    0.00;  17.96; 0.083;  751
1eRASS J012820.0-234859;022.08346594417;-23.81646755770; 123.3; 0.3306;   0.445;    54.9;    42.421;  138.361;      ; 143.06;    0.00;  35.79; 0.040;  963
1eRASS J012822.0-402605;022.09197185067;-40.43485718262; 138.4; 0.7046;   0.042;     5.9;          ;         ;      ;       ;        ;       ;      ;
1eRASS J012826.9-374136;022.11209016860;-37.69348114264; 256.6; 0.4196;   0.079;    20.3;     7.507;   43.480;      ;  74.53;    0.00;  11.81; 0.055;  643
